"Date","Alibaba","Alphabet","AMCX","Autonation Inc","Brunswick Corp","Buzzfeed","CBRE","Comcast","Compass Inc","CRMT","Doordash","Ebay","Etsy","EXP World Holding","Joyy","Kingsoft","Nextdoor Holding","Opendoor","Oracle","Paltalk","Paramount Global","Phoenix New","Pinterest","Sirius XM Holding","Snowflake","Spotify","Topgolf Callaway","Uber","Vista Outdoor","VROOM Inc","Warner Bros","Weibo","Yelp"
2022-03-15,115.24,129.198,38.81,115.24,88.01,4.64,87.57,45.54,5.85,89.01,79.77,53.94,124.98,23.23,25.41,3.21,5.41,7.06,80.6,2.47,35.21,32.994,22.74,6.24,170.78,123.84,21.82,29.8,36.29,2.47,NA,21.15,32.95
2022-03-14,113.06,125.951,41.19,113.06,85.7,4.44,87.4,44.97,5.86,86.56,76.06,52.09,118.32,21.32,24.5,2.56,5.11,6.47,77.07,2.32,35.77,32.736,22.37,6.16,166.75,119.47,21.69,29.27,35.6,2.33,NA,20.06,31.15
2022-03-11,110.58,129.87,38.5,110.58,89.67,4.5,87.57,45.02,6.51,89.8,86.97,50.06,121.23,22.78,31.2,4.91,5.31,6.86,77.82,2.41,32.62,37.482,23.08,6.19,180.42,124.29,22.59,30.76,35.76,2.72,NA,21.41,31.89
2022-03-10,110.49,132.43,39.72,110.49,91.36,4.39,87.88,45.39,6.88,92.1,89.65,52.36,136.98,24.03,37.33,5.49,5.78,7.41,76.65,2.64,33.23,39.036,23.92,6.22,197.85,132.67,22.86,30.41,36.24,2.86,NA,24.46,32.93
2022-03-09,110.22,133.42,38.89,110.22,93.11,4.25,87.77,46.12,7.29,91.86,91.84,53.06,144.72,24.5,42.13,6.01,5.76,7.48,76.1,2.44,33.74,4.32,25.26,6.22,207.56,136.42,23.15,31.5,35.56,2.93,NA,26.19,32.12
2022-03-08,111.58,127.104,38.85,111.58,86.87,4.2,84.85,46.13,6.63,94.03,85.01,53.31,138.43,22.76,40.49,5.3,5.43,6.79,73.33,2.45,33.75,40.764,23.06,6.38,191.61,131.68,21.64,30.74,33.77,2.73,NA,25.11,31.1
2022-03-07,108.85,126.379,39.96,108.85,84.29,4.12,86.46,46.3,6.63,94.57,79.86,54.85,137.49,22.79,40.12,5.21,5.12,6.53,74.32,2.45,33.52,3.9,23.09,6.38,193,130.51,20.77,28.57,34.14,2.83,NA,23.67,30.7
2022-03-04,113.13,131.906,41.83,113.13,90.39,4.48,89.71,47.21,6.98,96.57,89.86,55.66,151.57,24.37,41.33,5.34,5.39,6.76,76.49,2.48,34.07,4.086,24.18,6.17,209.65,135.17,22.92,29.83,35.83,2.92,NA,25.78,32.57
2022-03-03,113.11,133.9,42.5,113.11,97.07,4.53,95.39,47.12,7.46,99.9,101.68,54.42,159.78,25.01,43.85,5.81,5.96,7.81,78.25,2.55,35.44,43.008,24.93,6.18,224.02,139.92,23.79,31.72,37.6,2.895,NA,27.28,33.23
2022-03-02,119.83,134.572,43.44,119.83,96.97,4.36,97.99,46.38,7.56,100.86,103.62,55.09,162.03,26.82,45.04,6.33,6.09,8.59,78.28,2.63,35.24,44.694,26.03,6.15,264.69,149.48,24.71,34.04,37.98,2.98,NA,27.42,34.38
2022-03-01,112.86,134.061,41.25,112.86,94.05,4.47,95.54,46.39,7.4,94.52,102.43,54.35,157.53,26.68,44.82,6.73,6.24,8.23,76.01,2.65,32.26,4.458,26.41,6.08,263.19,151.25,24.22,33.89,36.42,3.25,NA,26.88,34.08
2022-02-28,114.66,135.057,41.45,114.66,95.52,4.48,96.85,46.76,7.61,96.18,104.95,54.59,154.89,26.74,46.29,6.74,6.27,8.35,75.97,2.73,30.61,4.608,26.75,6.16,265.66,156.19,24.74,36.03,36.45,6.08,NA,27.43,33.89
2022-02-25,112.77,134.46,40.86,112.77,93.57,4.5,98.63,47.07,7.65,95.1,100.34,54.6,148.94,26.55,48.63,6.99,6.3,8.44,76.35,2.86,29.56,45.774,26.35,6.16,269.42,151.91,23.99,34.98,35.57,6.2,NA,28.29,34.25
2022-02-24,106.5,132.691,41.06,106.5,91.7,4.06,93.84,46.01,7.87,94,100.42,55.44,128.16,28.35,46.97,7.05,6.05,10.98,74.81,3.03,29.05,43.806,25.34,6.06,269.87,149.21,23.48,34.87,34.39,6.02,NA,28.07,34.21
2022-02-23,104.2,127.588,40.03,104.2,92.39,4.35,96.05,45.13,7.35,89.51,90.55,54.59,116.51,23.72,45.45,6.59,5.68,9.22,72.47,3.73,28.4,4.62,23.39,5.97,252.63,144.17,22.28,32.39,33.54,5.57,NA,28.49,33.36
2022-02-22,105.34,129.814,37.57,105.34,94.98,4.33,99.17,46.94,7.73,93.95,93.17,55.15,121.34,25.15,48.51,6.81,6.1,10.07,74.12,3.96,27.85,45.018,23.92,6.02,267.78,149.38,22.75,33.68,34.15,5.98,NA,29.19,34.23
2022-02-18,109.83,130.403,38.5,109.83,95.32,4.23,99.69,46.64,8.3,94.51,96.21,55.46,127.3,24.69,52.05,7.12,6.06,10.71,74.57,3.14,28.38,45.606,23.86,6.03,273.77,152.27,23.38,34.68,35.44,6.33,NA,30.15,35.21
2022-02-17,106.93,132.539,37.41,106.93,95.89,4.08,99.8,46.77,8.96,107.58,105.03,55.76,132.17,27.77,53.1,7.34,6.63,10.61,75.53,3.1,29.35,48.594,24.69,6.03,286.28,159.22,23.41,35.71,34.68,6.58,NA,31.79,35.41
2022-02-16,111.12,137.738,37.95,111.12,97.92,4.24,101.65,48.09,8.5,100.71,94.89,57.65,140.41,29.44,53.11,7.77,7.18,11.23,79.19,2.97,29.58,47.436,25.73,6.17,304.7,163.94,24.75,36.58,36.26,7.1,NA,32.36,36.43
2022-02-15,108.88,136.609,44.66,108.88,97.6,4.4,99.98,48.05,8.8,99.58,101.81,59.93,148.24,30.2,52.78,8.08,7.25,11.29,79.77,2.92,35.99,48.408,25.88,6.2,300,168.06,24.93,37.09,37.41,7.53,NA,32.1,36.79
2022-02-14,104.43,135.526,42.33,104.43,94.88,3.87,98.21,47.4,8.34,94.74,97.11,58.18,142.65,29.09,49.65,7.64,7.12,10.14,78.95,2.64,35.03,46.782,24.71,6.17,291.13,162.21,23.6,34.59,36.88,6.92,NA,30.85,35.92
2022-02-11,105.09,134.283,43.36,105.09,95.5,4.15,101.51,47.62,8.39,95.41,95.01,58.38,141.77,28.79,48.13,7.84,6.89,10.23,79.75,2.56,36,4.86,25.4,6.22,293.69,161.93,22.92,35.29,37.29,7.01,NA,31.25,35.93
2022-02-10,105.83,138.62,42.98,105.83,94.63,4.43,104.21,48.92,8.33,95.4,97.81,58.81,143.03,28.58,50.88,8.05,6.88,10.29,81.85,2.55,35.88,47.412,25.55,6.33,311.11,167.83,25.33,37.75,37.83,7.48,NA,31.55,34.51
2022-02-09,108.52,141.592,42.77,108.52,96.27,4.15,106,49.77,8.84,98.54,108.13,60.61,146.61,29.56,49.72,8.38,6.54,10.5,83.45,2.7,35.78,4.56,26.8,6.86,307.94,175.49,25.35,40.19,39.27,7.92,NA,32.5,35.56
2022-02-08,106.31,139.399,41.5,106.31,94.25,4.58,103.84,49.21,8.4,96.26,100.51,59.73,141.23,28.17,47.1,7.43,6.14,9.8,80.79,2.6,34.53,44.628,26.68,6.8,293.51,165.92,24.52,38.34,37.7,7.25,NA,32.37,34.68
2022-02-07,103.57,139.201,39.69,103.57,91.15,4.46,102.19,48.86,8.25,92.18,97.91,58.7,135.66,26.91,46.07,7.06,5.58,9.67,80.74,2.47,34,46.026,26.46,6.74,293.19,171.51,24.01,37.54,38.11,7.04,NA,31.03,34.01
2022-02-04,104.05,143.293,40.12,104.05,90.21,4.47,101.23,49.33,8.27,93.15,98.49,59.29,133.67,27.25,48.16,7.52,5.63,9.81,82.11,2.52,33.41,4.62,27.25,6.78,275.72,174.43,23.6,37.05,38.62,7.27,NA,32.79,34.46
2022-02-03,107.36,143.09,40.51,107.36,90.99,4.24,102.12,49.64,7.9,92,92.29,57.19,126.96,26.19,47.22,7.4,4.98,9.56,81.94,2.39,33.1,47.604,24.51,6.67,256.26,159.76,23.8,34.54,39.54,7.19,NA,32.02,33.11
2022-02-02,108.33,148,41.2,108.33,92.99,4.18,103.23,49.99,8.31,92.08,104.17,58.54,138.04,26.41,48.24,7.77,5.52,10.35,82.5,2.51,32.77,4.914,27.33,6.68,268.28,191.92,24.07,37.17,39.61,7.68,NA,33.29,34.49
